 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 08, 2022
 ==================================================================

 Disk File Name = SRIM Outputs\Strontium in Aluminum.txt

 Ion = Strontium [38] , Mass = 87.9056 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass
    Name   Numb   Percent   Percent
    ----   ----   -------   -------
     Al     13    100.00    100.00
 ====================================
 Bragg Correction = -6.57%
 Stopping Units =  MeV / (mg/cm2)
 See bottom of Table for other Stopping units

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 500.00 MeV   4.090E+01  3.531E-02   49.28 um     1.41 um     8041 A
 550.00 MeV   3.973E+01  3.250E-02   53.86 um     1.55 um     8220 A
 600.00 MeV   3.858E+01  3.013E-02   58.59 um     1.69 um     8401 A
 650.00 MeV   3.747E+01  2.810E-02   63.45 um     1.83 um     8585 A
 700.00 MeV   3.641E+01  2.634E-02   68.46 um     1.96 um     8771 A
 800.00 MeV   3.445E+01  2.344E-02   78.90 um     2.46 um     9156 A
 900.00 MeV   3.268E+01  2.114E-02   89.93 um     2.91 um     9559 A
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.7019E+01                 eV / Angstrom
  2.7019E+02                keV / micron
  2.7019E+02                MeV / mm
  1.0000E+00                keV / (ug/cm2)
  1.0000E+00                MeV / (mg/cm2)
  1.0000E+03                keV / (mg/cm2)
  4.4804E+01                 eV / (1E15 atoms/cm2)
  5.7473E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
